TYPE,CONTENT,DESCRIPTION,PRIORITY,INDENT,AUTHOR,RESPONSIBLE,DATE,DATE_LANG,TIMEZONE
task,Eng-I: Value Education : Need (1/1),,2,,,,2023-11-10,en,
task,DSA-C-I: Algorithm Analysis: Running time calculations (1/2),,2,,,,2023-11-10,en,
task,DD-II: Decimal Adder (1/1),,2,,,,2023-11-10,en,
task,DSA-III: Preliminaries (1/1),,2,,,,2023-11-10,en,
task,OOP-III: Exceptions: Hierarchy (1/1),,2,,,,2023-11-10,en,
task,Math-C-I: Propositional Logic (1/2),,2,,,,2023-11-10,en,
task,OOP-C-I: Principles of OOP: Classes (1/1),,2,,,,2023-11-10,en,
task,DD Lab: 1. Verification of Boolean Theorems using basic gates. (1/4),,2,,,,2023-11-10,en,
task,DD-C-I: Number Systems (1/3),,2,,,,2023-11-10,en,
task,Math-III: Graphs (1/1),,2,,,,2023-11-10,en,
task,Eng-I:  Basic Guidelines (1/1),,2,,,,2023-11-11,en,
task,DD-II: Binary Multiplier (1/2),,2,,,,2023-11-11,en,
task,DSA-III:  Binary trees: Expression trees (1/2),,2,,,,2023-11-11,en,
task,DD-C-I: Number Systems (2/3),,2,,,,2023-11-11,en,
task,OOP-III: Built-in exceptions (1/2),,2,,,,2023-11-11,en,
task,DSA-C-I: Algorithm Analysis: Running time calculations (2/2),,2,,,,2023-11-11,en,
task,DD Lab: 1. Verification of Boolean Theorems using basic gates. (2/4),,2,,,,2023-11-11,en,
task,Math-C-I: Propositional Logic (2/2),,2,,,,2023-11-11,en,
task,Math-III: Graph terminology and special types of graphs (1/2),,2,,,,2023-11-11,en,
task,OOP-C-I: Objects (1/1),,2,,,,2023-11-11,en,
task,DD-II: Binary Multiplier (2/2),,2,,,,2023-11-12,en,
task,DSA-III:  Binary trees: Expression trees (2/2),,2,,,,2023-11-12,en,
task,OOP-III: Built-in exceptions (2/2),,2,,,,2023-11-12,en,
task,DSA-C-I:  Abstract Data Types (ADTs) (1/3),,2,,,,2023-11-12,en,
task,Math-C-I: Propositional equivalences (1/3),,2,,,,2023-11-12,en,
task,Eng-I:  Content and Process (1/1),,2,,,,2023-11-12,en,
task,OOP-C-I: Data hiding (1/2),,2,,,,2023-11-12,en,
task,DD-C-I: Number Systems (3/3),,2,,,,2023-11-12,en,
task,Math-III: Graph terminology and special types of graphs (2/2),,2,,,,2023-11-12,en,
task,DD Lab: 1. Verification of Boolean Theorems using basic gates. (3/4),,2,,,,2023-11-12,en,
task,DD Lab: 1. Verification of Boolean Theorems using basic gates. (4/4),,2,,,,2023-11-13,en,
task,DD-II: Magnitude Comparator (1/1),,2,,,,2023-11-13,en,
task,DD-C-I: Arithmetic Operations (1/4),,2,,,,2023-11-13,en,
task,Eng-I:  Self-Exploration : meaning (1/1),,2,,,,2023-11-13,en,
task,Math-III: Subgraphs (1/2),,2,,,,2023-11-13,en,
task,DSA-C-I:  Abstract Data Types (ADTs) (2/3),,2,,,,2023-11-13,en,
task,DSA-III:  Binary search tree ADT (1/2),,2,,,,2023-11-13,en,
task,OOP-III: Creating own exception (1/2),,2,,,,2023-11-13,en,
task,Math-C-I: Propositional equivalences (2/3),,2,,,,2023-11-13,en,
task,OOP-C-I: Data hiding (2/2),,2,,,,2023-11-13,en,
task,Math-III: Subgraphs (2/2),,2,,,,2023-11-14,en,
task,"DD Lab: 2. Design and implementation of combinational circuits using basic gates for arbitrary functions, code
converters. (1/4)",,2,,,,2023-11-14,en,
task,DD-C-I: Arithmetic Operations (2/4),,2,,,,2023-11-14,en,
task,DD-II: Decoders (1/2),,2,,,,2023-11-14,en,
task,DSA-C-I:  Abstract Data Types (ADTs) (3/3),,2,,,,2023-11-14,en,
task,OOP-C-I: Data encapsulation (1/1),,2,,,,2023-11-14,en,
task,Math-C-I: Propositional equivalences (3/3),,2,,,,2023-11-14,en,
task,OOP-III: Creating own exception (2/2),,2,,,,2023-11-14,en,
task,DSA-III:  Binary search tree ADT (2/2),,2,,,,2023-11-14,en,
task,Eng-I:  importance and process (1/1),,2,,,,2023-11-14,en,
task,DD-C-I: Arithmetic Operations (3/4),,2,,,,2023-11-15,en,
task,OOP-III:  Packages in Java (1/2),,2,,,,2023-11-15,en,
task,Math-III: Matrix representation of graphs and graph isomorphism (1/2),,2,,,,2023-11-15,en,
task,"DD Lab: 2. Design and implementation of combinational circuits using basic gates for arbitrary functions, code
converters. (2/4)",,2,,,,2023-11-15,en,
task,OOP-C-I: Inheritance (1/1),,2,,,,2023-11-15,en,
task,Math-C-I: Predicates and quantifiers (1/3),,2,,,,2023-11-15,en,
task,Eng-I:  Continuous Happiness and Prosperity : A look at basic Human Aspirations (1/1),,2,,,,2023-11-15,en,
task,DD-II: Decoders (2/2),,2,,,,2023-11-15,en,
task,DSA-C-I:  List ADT: Array implementation of lists (1/3),,2,,,,2023-11-15,en,
task,DSA-III:  AVL trees (1/2),,2,,,,2023-11-15,en,
task,DSA-C-I:  List ADT: Array implementation of lists (2/3),,2,,,,2023-11-16,en,
task,DSA-III:  AVL trees (2/2),,2,,,,2023-11-16,en,
task,Math-III: Matrix representation of graphs and graph isomorphism (2/2),,2,,,,2023-11-16,en,
task,DD-C-I: Arithmetic Operations (4/4),,2,,,,2023-11-16,en,
task,Math-C-I: Predicates and quantifiers (2/3),,2,,,,2023-11-16,en,
task,"DD Lab: 2. Design and implementation of combinational circuits using basic gates for arbitrary functions, code
converters. (3/4)",,2,,,,2023-11-16,en,
task,OOP-C-I: Poly- morphism (1/2),,2,,,,2023-11-16,en,
task,OOP-III:  Packages in Java (2/2),,2,,,,2023-11-16,en,
task,Eng-I:  Right understanding (1/1),,2,,,,2023-11-16,en,
task,DD-II: Encoders (1/1),,2,,,,2023-11-16,en,
task,Math-III: Connectivity (1/2),,2,,,,2023-11-17,en,
task,DD-II: Multiplexers (1/2),,2,,,,2023-11-17,en,
task,OOP-C-I: Poly- morphism (2/2),,2,,,,2023-11-17,en,
task,DSA-III:  Tree traversals (1/2),,2,,,,2023-11-17,en,
task,Math-C-I: Predicates and quantifiers (3/3),,2,,,,2023-11-17,en,
task,"DD Lab: 2. Design and implementation of combinational circuits using basic gates for arbitrary functions, code
converters. (4/4)",,2,,,,2023-11-17,en,
task,DD-C-I: Binary Codes– Boolean Algebra and Logic Gates (1/3),,2,,,,2023-11-17,en,
task,Eng-I:  Relationship and Physical Facilities : The basic requirements (1/1),,2,,,,2023-11-17,en,
task,DSA-C-I:  List ADT: Array implementation of lists (3/3),,2,,,,2023-11-17,en,
task,OOP-III: Examples in Java.  (1/2),,2,,,,2023-11-17,en,
task,Math-III: Connectivity (2/2),,2,,,,2023-11-18,en,
task,DD Lab: 3. Design and implement half/full adder and subtractor. (1/4),,2,,,,2023-11-18,en,
task,OOP-III: Examples in Java.  (2/2),,2,,,,2023-11-18,en,
task,DD-C-I: Binary Codes– Boolean Algebra and Logic Gates (2/3),,2,,,,2023-11-18,en,
task,DSA-III:  Tree traversals (2/2),,2,,,,2023-11-18,en,
task,Math-C-I: Nested quantifiers (1/2),,2,,,,2023-11-18,en,
task,Eng-I:  Understanding Happiness and Prosperity : A critical appraisal of the current scenario (1/1),,2,,,,2023-11-18,en,
task,DSA-C-I: Linked lists (1/2),,2,,,,2023-11-18,en,
task,OOP-C-I:  Definition of Classes: Objects (1/1),,2,,,,2023-11-18,en,
task,DD-II: Multiplexers (2/2),,2,,,,2023-11-18,en,
task,DD-C-I: Binary Codes– Boolean Algebra and Logic Gates (3/3),,2,,,,2023-11-19,en,
task,Eng-I:  Method to fulfil the above human aspirations : UNDERSTANDING and living in harmony at various levels.  (1/1),,2,,,,2023-11-19,en,
task,DD-II: Introduction to HDL (1/2),,2,,,,2023-11-19,en,
task,OOP-C-I: Methods (1/2),,2,,,,2023-11-19,en,
task,Math-C-I: Nested quantifiers (2/2),,2,,,,2023-11-19,en,
task,OOP-IV: Definition and concepts: Generic classes and generic methods (1/2),,2,,,,2023-11-19,en,
task,DD Lab: 3. Design and implement half/full adder and subtractor. (2/4),,2,,,,2023-11-19,en,
task,DSA-C-I: Linked lists (2/2),,2,,,,2023-11-19,en,
task,Math-III: Eulerian and Hamilton graphs.  (1/2),,2,,,,2023-11-19,en,
task,DSA-III:  B- Trees (1/2),,2,,,,2023-11-19,en,
task,DD-C-I: Theorems and Properties of Boolean Algebra (1/4),,2,,,,2023-11-20,en,
task,DSA-C-I: Circular linked lists (1/3),,2,,,,2023-11-20,en,
task,Math-III: Eulerian and Hamilton graphs.  (2/2),,2,,,,2023-11-20,en,
task,OOP-C-I: Methods (2/2),,2,,,,2023-11-20,en,
task,Eng-II: An understanding human being as a co-existence of the sentient ‘I’ and the material ‘Body’ (1/1),,2,,,,2023-11-20,en,
task,OOP-IV: Definition and concepts: Generic classes and generic methods (2/2),,2,,,,2023-11-20,en,
task,DSA-III:  B- Trees (2/2),,2,,,,2023-11-20,en,
task,DD Lab: 3. Design and implement half/full adder and subtractor. (3/4),,2,,,,2023-11-20,en,
task,DD-II: Introduction to HDL (2/2),,2,,,,2023-11-20,en,
task,Math-C-I: Rules of inference (1/3),,2,,,,2023-11-20,en,
task,Math-IV: Algebraic systems (1/2),,2,,,,2023-11-21,en,
task,OOP-C-I: Access specifiers (1/1),,2,,,,2023-11-21,en,
task,Math-C-I: Rules of inference (2/3),,2,,,,2023-11-21,en,
task,OOP-IV: Generic types (1/2),,2,,,,2023-11-21,en,
task,Eng-II:  Understanding the needs of Self (‘I’) and ‘Body’ : Sukh and Suvidha (1/1),,2,,,,2023-11-21,en,
task,DD Lab: 3. Design and implement half/full adder and subtractor. (4/4),,2,,,,2023-11-21,en,
task,DSA-C-I: Circular linked lists (2/3),,2,,,,2023-11-21,en,
task,DD-C-I: Theorems and Properties of Boolean Algebra (2/4),,2,,,,2023-11-21,en,
task,DSA-III:  Priority Queues: Binary heap.  (1/2),,2,,,,2023-11-21,en,
task,DD-II: HDL Models of Combinational circuits.  (1/1),,2,,,,2023-11-21,en,
task,OOP-IV: Generic types (2/2),,2,,,,2023-11-22,en,
task,Eng-II:  Understanding the Body as an instrument of ‘I’ (I being the doer seer and enjoyer) (1/1),,2,,,,2023-11-22,en,
task,"DD Lab: 4. Design and implement combinational circuits using MSI devices:
• 4-bit binary adder/subtractor
• Parity generator/checker
• Magnitude Comparator
• Application using multiplexers (1/5)",,2,,,,2023-11-22,en,
task,DD-III: Sequential Circuits (1/2),,2,,,,2023-11-22,en,
task,OOP-C-I: Static and final classes and members (1/1),,2,,,,2023-11-22,en,
task,Math-IV: Algebraic systems (2/2),,2,,,,2023-11-22,en,
task,DD-C-I: Theorems and Properties of Boolean Algebra (3/4),,2,,,,2023-11-22,en,
task,Math-C-I: Rules of inference (3/3),,2,,,,2023-11-22,en,
task,DSA-C-I: Circular linked lists (3/3),,2,,,,2023-11-22,en,
task,DSA-III:  Priority Queues: Binary heap.  (2/2),,2,,,,2023-11-22,en,
task,DD-III: Sequential Circuits (2/2),,2,,,,2023-11-23,en,
task,Math-IV: Semi groups and monoids (1/2),,2,,,,2023-11-23,en,
task,DSA-C-I: Doubly linked lists (1/3),,2,,,,2023-11-23,en,
task,"DD Lab: 4. Design and implement combinational circuits using MSI devices:
• 4-bit binary adder/subtractor
• Parity generator/checker
• Magnitude Comparator
• Application using multiplexers (2/5)",,2,,,,2023-11-23,en,
task,DSA-IV: Graph Algorithms: Definitions (1/2),,2,,,,2023-11-23,en,
task,Eng-II:  Understanding the characteristics and activities of ‘I’ and harmony in ‘I’ (1/1),,2,,,,2023-11-23,en,
task,OOP-IV: Restrictions and limitations (1/1),,2,,,,2023-11-23,en,
task,Math-C-I: Introduction to proofs (1/3),,2,,,,2023-11-23,en,
task,OOP-C-I:  Object Construction and Destruction (1/2),,2,,,,2023-11-23,en,
task,DD-C-I: Theorems and Properties of Boolean Algebra (4/4),,2,,,,2023-11-23,en,
task,DSA-C-I: Doubly linked lists (2/3),,2,,,,2023-11-24,en,
task,OOP-IV: Inheritance rules for generic types (1/2),,2,,,,2023-11-24,en,
task,DD-III: Storage Elements: Latches (1/1),,2,,,,2023-11-24,en,
task,Math-IV: Semi groups and monoids (2/2),,2,,,,2023-11-24,en,
task,Math-C-I: Introduction to proofs (2/3),,2,,,,2023-11-24,en,
task,DD-C-I: Boolean Functions (1/3),,2,,,,2023-11-24,en,
task,Eng-II:  Understanding the harmony of I with the Body: Sanyam and Swasthya (1/1),,2,,,,2023-11-24,en,
task,DSA-IV: Graph Algorithms: Definitions (2/2),,2,,,,2023-11-24,en,
task,OOP-C-I:  Object Construction and Destruction (2/2),,2,,,,2023-11-24,en,
task,"DD Lab: 4. Design and implement combinational circuits using MSI devices:
• 4-bit binary adder/subtractor
• Parity generator/checker
• Magnitude Comparator
• Application using multiplexers (3/5)",,2,,,,2023-11-24,en,
task,DD-C-I: Boolean Functions (2/3),,2,,,,2023-11-25,en,
task,Math-C-I: Introduction to proofs (3/3),,2,,,,2023-11-25,en,
task,DD-III: Flip-Flops (1/2),,2,,,,2023-11-25,en,
task,DSA-IV: Representation of graphs (1/2),,2,,,,2023-11-25,en,
task,Math-IV: Groups (1/2),,2,,,,2023-11-25,en,
task,"DD Lab: 4. Design and implement combinational circuits using MSI devices:
• 4-bit binary adder/subtractor
• Parity generator/checker
• Magnitude Comparator
• Application using multiplexers (4/5)",,2,,,,2023-11-25,en,
