TYPE,CONTENT,DESCRIPTION,PRIORITY,INDENT,AUTHOR,RESPONSIBLE,DATE,DATE_LANG,TIMEZONE
task,Eng-I: Value Education : Need,,,,,,2023-11-10,en,
task,DSA-III: Preliminaries,,,,,,2023-11-10,en,
task,DD-II: Decimal Adder,,,,,,2023-11-10,en,
task,OOP-III: Exceptions: Hierarchy,,,,,,2023-11-10,en,
task,Math-III: Graphs,,,,,,2023-11-10,en,
task,OOP-C-I: Principles of OOP: Classes,,,,,,2023-11-10,en,
task,Math-C-I: Propositional Logic,,,,,,2023-11-11,en,
task,OOP-C-I: Objects,,,,,,2023-11-11,en,
task,Eng-I:  Basic Guidelines,,,,,,2023-11-11,en,
task,DSA-C-I: Algorithm Analysis: Running time calculations,,,,,,2023-11-11,en,
task,Math-III: Graph terminology and special types of graphs,,,,,,2023-11-11,en,
task,DSA-III:  Binary trees: Expression trees,,,,,,2023-11-12,en,
task,OOP-III: Built-in exceptions,,,,,,2023-11-12,en,
task,Eng-I:  Content and Process,,,,,,2023-11-12,en,
task,DD-C-I: Number Systems,,,,,,2023-11-12,en,
task,DD-II: Binary Multiplier,,,,,,2023-11-12,en,
task,DD Lab: 1. Verification of Boolean Theorems using basic gates.,,,,,,2023-11-13,en,
task,OOP-C-I: Data hiding,,,,,,2023-11-13,en,
task,DD-II: Magnitude Comparator,,,,,,2023-11-13,en,
task,Eng-I:  Self-Exploration : meaning,,,,,,2023-11-13,en,
task,Math-C-I: Propositional equivalences,,,,,,2023-11-13,en,
task,DSA-C-I:  Abstract Data Types (ADTs),,,,,,2023-11-14,en,
task,OOP-C-I: Data encapsulation,,,,,,2023-11-14,en,
task,DSA-III:  Binary search tree ADT,,,,,,2023-11-14,en,
task,OOP-III: Creating own exception,,,,,,2023-11-14,en,
task,Math-III: Subgraphs,,,,,,2023-11-14,en,
task,Eng-I:  importance and process,,,,,,2023-11-14,en,
task,Math-C-I: Predicates and quantifiers,,,,,,2023-11-15,en,
task,DD-II: Encoders,,,,,,2023-11-15,en,
task,Eng-I:  Continuous Happiness and Prosperity : A look at basic Human Aspirations,,,,,,2023-11-15,en,
task,OOP-C-I: Inheritance,,,,,,2023-11-15,en,
task,DD-II: Decoders,,,,,,2023-11-15,en,
task,OOP-III:  Packages in Java,,,,,,2023-11-16,en,
task,Math-III: Matrix representation of graphs and graph isomorphism,,,,,,2023-11-16,en,
task,DD-C-I: Arithmetic Operations,,,,,,2023-11-16,en,
task,DSA-III:  AVL trees,,,,,,2023-11-16,en,
task,DSA-C-I:  List ADT: Array implementation of lists,,,,,,2023-11-16,en,
task,Eng-I:  Right understanding,,,,,,2023-11-17,en,
task,OOP-C-I: Poly- morphism,,,,,,2023-11-17,en,
task,"DD Lab: 2. Design and implementation of combinational circuits using basic gates for arbitrary functions, code
converters.",,,,,,2023-11-17,en,
task,Eng-I:  Relationship and Physical Facilities : The basic requirements,,,,,,2023-11-17,en,
task,Math-III: Connectivity,,,,,,2023-11-17,en,
task,OOP-C-I: Methods,,,,,,2023-11-18,en,
task,Eng-I:  Understanding Happiness and Prosperity : A critical appraisal of the current scenario,,,,,,2023-11-18,en,
task,OOP-III: Examples in Java. ,,,,,,2023-11-18,en,
task,DSA-III:  Tree traversals,,,,,,2023-11-18,en,
task,DD-II: Multiplexers,,,,,,2023-11-18,en,
task,OOP-C-I:  Definition of Classes: Objects,,,,,,2023-11-18,en,
task,DD-II: Introduction to HDL,,,,,,2023-11-19,en,
task,Math-C-I: Nested quantifiers,,,,,,2023-11-19,en,
task,DSA-C-I: Linked lists,,,,,,2023-11-19,en,
task,DD-C-I: Binary Codes– Boolean Algebra and Logic Gates,,,,,,2023-11-19,en,
task,OOP-IV: Definition and concepts: Generic classes and generic methods,,,,,,2023-11-19,en,
task,OOP-IV: Generic types,,,,,,2023-11-20,en,
task,Eng-II: An understanding human being as a co-existence of the sentient ‘I’ and the material ‘Body’,,,,,,2023-11-20,en,
task,Eng-I:  Method to fulfil the above human aspirations : UNDERSTANDING and living in harmony at various levels. ,,,,,,2023-11-20,en,
task,DSA-III:  B- Trees,,,,,,2023-11-20,en,
task,Math-III: Eulerian and Hamilton graphs. ,,,,,,2023-11-20,en,
task,DD Lab: 3. Design and implement half/full adder and subtractor.,,,,,,2023-11-21,en,
task,DD-II: HDL Models of Combinational circuits. ,,,,,,2023-11-21,en,
task,OOP-C-I: Access specifiers,,,,,,2023-11-21,en,
task,Eng-II:  Understanding the needs of Self (‘I’) and ‘Body’ : Sukh and Suvidha,,,,,,2023-11-21,en,
task,Eng-II:  Understanding the Body as an instrument of ‘I’ (I being the doer seer and enjoyer),,,,,,2023-11-21,en,
task,DSA-III:  Priority Queues: Binary heap. ,,,,,,2023-11-22,en,
task,Math-IV: Algebraic systems,,,,,,2023-11-22,en,
task,DD-C-I: Theorems and Properties of Boolean Algebra,,,,,,2023-11-22,en,
task,OOP-C-I: Static and final classes and members,,,,,,2023-11-22,en,
task,DSA-C-I: Circular linked lists,,,,,,2023-11-22,en,
task,Math-C-I: Rules of inference,,,,,,2023-11-22,en,
task,OOP-IV: Restrictions and limitations,,,,,,2023-11-23,en,
task,Eng-II:  Understanding the characteristics and activities of ‘I’ and harmony in ‘I’,,,,,,2023-11-23,en,
task,OOP-C-I:  Object Construction and Destruction,,,,,,2023-11-23,en,
task,Math-C-I: Introduction to proofs,,,,,,2023-11-23,en,
task,DD-III: Sequential Circuits,,,,,,2023-11-23,en,
task,Eng-II:  Understanding the harmony of I with the Body: Sanyam and Swasthya,,,,,,2023-11-24,en,
task,DD-III: Storage Elements: Latches,,,,,,2023-11-24,en,
task,DSA-IV: Graph Algorithms: Definitions,,,,,,2023-11-24,en,
task,DSA-C-I: Doubly linked lists,,,,,,2023-11-24,en,
task,Math-IV: Semi groups and monoids,,,,,,2023-11-24,en,
task,OOP-C-I: Fundamental programming structures in Java,,,,,,2023-11-25,en,
task,Eng-II:  the meaning of Prosperity in detail,,,,,,2023-11-25,en,
task,Eng-II:  correct appraisal of Physical needs,,,,,,2023-11-25,en,
task,OOP-IV: Inheritance rules for generic types,,,,,,2023-11-25,en,
task,"DD Lab: 4. Design and implement combinational circuits using MSI devices:
• 4-bit binary adder/subtractor
• Parity generator/checker
• Magnitude Comparator
• Application using multiplexers",,,,,,2023-11-25,en,
task,OOP-C-I:  Streams: Input– Output,,,,,,2023-11-26,en,
task,DD-III: Flip-Flops,,,,,,2023-11-26,en,
task,Math-IV: Groups,,,,,,2023-11-26,en,
task,DSA-IV: Representation of graphs,,,,,,2023-11-26,en,
task,DD-C-I: Boolean Functions,,,,,,2023-11-26,en,
task,DSA-C-I: Applications of Lists: Polynomial manipulation. ,,,,,,2023-11-26,en,
task,OOP-IV: Reflections,,,,,,2023-11-27,en,
task,Eng-II:  Pro- grams to ensure Sanyam and Swasthya. ,,,,,,2023-11-27,en,
task,Math-C-I: Proof methods and strategy,,,,,,2023-11-27,en,
task,OOP-C-I:  String handling,,,,,,2023-11-27,en,
task,DD-III:  Analysis of Clocked Sequential Circuits,,,,,,2023-11-27,en,
task,Eng-III: Understanding harmony in the family : The basic unit of human interaction,,,,,,2023-11-28,en,
task,Math-IV: Subgroups Homomorphisms,,,,,,2023-11-28,en,
task,DSA-IV:  Graph Traversals: Breadth-first traversal,,,,,,2023-11-28,en,
task,OOP-C-I: Examples in Java. ,,,,,,2023-11-28,en,
task,OOP-IV: Examples in Java. ,,,,,,2023-11-28,en,
task,DD-III: State Reduction and Assignment,,,,,,2023-11-29,en,
task,Eng-III:  understanding values in a human-to-human relationship,,,,,,2023-11-29,en,
task,Math-IV: Normal subgroup and coset,,,,,,2023-11-29,en,
task,OOP-C-II: Inheritance: Definition,,,,,,2023-11-29,en,
task,OOP-V: ALGORITHMS 9 Introduction to collections,,,,,,2023-11-29,en,
task,DD Lab: 5. Design and implement shift-registers.,,,,,,2023-11-30,en,
task,DSA-IV: Depth-first traversal,,,,,,2023-11-30,en,
task,Math-C-I: Normal forms,,,,,,2023-11-30,en,
task,DSA-C-II: Stack ADT: Stack model,,,,,,2023-11-30,en,
task,DD-C-I: Canonical and Standard Forms,,,,,,2023-11-30,en,
task,Eng-III:  Understanding Trust : The foundational value in relationship,,,,,,2023-11-30,en,
task,DD-III: Design Procedure,,,,,,2023-12-01,en,
task,Math-IV: Lagrange’s theorem,,,,,,2023-12-01,en,
task,DSA-IV:  Topological sort,,,,,,2023-12-01,en,
task,Eng-III:  Difference between intention and competence,,,,,,2023-12-01,en,
task,DSA-C-II: Implementation of stacks,,,,,,2023-12-01,en,
task,Math-C-I: Applications to switching circuits. ,,,,,,2023-12-02,en,
task,OOP-C-II: Types of inheritance: Single,,,,,,2023-12-02,en,
task,Eng-III:  Understanding Respect : as the right evaluation,,,,,,2023-12-02,en,
task,OOP-V: Collection Classes and Interfaces: Array list,,,,,,2023-12-02,en,
task,DD-III: Registers and Counters,,,,,,2023-12-02,en,
task,DSA-IV: Shortest-Path Algorithms: Dijkstra’s algorithm,,,,,,2023-12-03,en,
task,DD-III: HDL Models of Sequential Circuits. ,,,,,,2023-12-03,en,
task,OOP-C-II: Multilevel,,,,,,2023-12-03,en,
task,Math-IV: Definitions and examples of Rings and Fields. ,,,,,,2023-12-03,en,
task,DD-C-I: Simplification of Boolean Functions using Karnaugh Map,,,,,,2023-12-03,en,
task,Eng-III:  Difference between respect and differentiation,,,,,,2023-12-04,en,
task,OOP-V: Linked list,,,,,,2023-12-04,en,
task,OOP-C-II: Multiple,,,,,,2023-12-04,en,
task,DD Lab: 6. Design and implement synchronous counters.,,,,,,2023-12-04,en,
task,Eng-III:  the other salient values in a relationship,,,,,,2023-12-04,en,
task,Eng-III:  Understanding the harmony in the society : comprehensive Human Goals,,,,,,2023-12-05,en,
task,Math-V: Partial ordering,,,,,,2023-12-05,en,
task,DSA-C-II: Applications: Balancing symbols,,,,,,2023-12-05,en,
task,DSA-IV: All-pairs shortest path. ,,,,,,2023-12-05,en,
task,DD-IV: Analysis and Design of Asynchronous Sequential Circuits,,,,,,2023-12-05,en,
task,Math-C-II: Mathematical induction,,,,,,2023-12-05,en,
task,Eng-III:  Visualizing a universal harmonious order in society: Undivided Society,,,,,,2023-12-06,en,
task,OOP-V: Queue,,,,,,2023-12-06,en,
task,OOP-C-II: Hierarchical,,,,,,2023-12-06,en,
task,Math-V: Posets,,,,,,2023-12-06,en,
task,DD-IV: Reduction of State and Flow Tables,,,,,,2023-12-06,en,
task,Math-C-II: Strong induction,,,,,,2023-12-07,en,
task,DSA-C-II: Infix to postfix conversion,,,,,,2023-12-07,en,
task,DD-C-I: Logic Gates,,,,,,2023-12-07,en,
task,DSA-V: Sorting: Insertion sort,,,,,,2023-12-07,en,
task,Eng-III:  Universal Order : From family to world family! ,,,,,,2023-12-07,en,
task,DD-IV: Race-free State Assignment,,,,,,2023-12-08,en,
task,OOP-V: Set,,,,,,2023-12-08,en,
task,OOP-C-II: Interfaces in Java: Definition,,,,,,2023-12-08,en,
task,OOP-C-II:  Subclass constructors,,,,,,2023-12-08,en,
task,DD Lab: 7. Design and implement asynchronous counters.,,,,,,2023-12-08,en,
task,Eng-IV: Understanding the harmony in Nature Interconnectedness self-regulation and mutual fulfilment among the four orders of nature : recyclability,,,,,,2023-12-09,en,
task,Math-V: Lattices as Posets,,,,,,2023-12-09,en,
task,DSA-V: Shell sort,,,,,,2023-12-09,en,
task,Eng-IV:  Understanding Existence as Coexistence of mutually interacting units in all-pervasive space,,,,,,2023-12-09,en,
task,OOP-C-II: Implementation,,,,,,2023-12-09,en,
task,Math-C-II: The pigeonhole principle,,,,,,2023-12-09,en,
task,OOP-V: Trees,,,,,,2023-12-10,en,
task,DD-C-I: NAND and NOR Implementations. ,,,,,,2023-12-10,en,
task,DSA-C-II: Evaluating postfix expressions,,,,,,2023-12-10,en,
task,Eng-IV:  Holistic perception of harmony at all levels of existence. ,,,,,,2023-12-10,en,
task,DD-IV: Hazards. ,,,,,,2023-12-10,en,
task,Eng-V: Natural acceptance of human values,,,,,,2023-12-11,en,
task,OOP-V:  Iterators for collections,,,,,,2023-12-11,en,
task,Math-V: Properties of lattices,,,,,,2023-12-11,en,
task,OOP-C-II: Extending interfaces,,,,,,2023-12-11,en,
task,DD-V: RAM,,,,,,2023-12-11,en,
task,DSA-V: Radix Exchange sort,,,,,,2023-12-12,en,
task,Eng-V:  Definitiveness of Ethical Human Conduct,,,,,,2023-12-12,en,
task,DD Lab: 8. Coding combinational circuits using HDL.,,,,,,2023-12-12,en,
task,OOP-C-II: Inheritance versus delegation,,,,,,2023-12-12,en,
task,DSA-V:  Hashing: Hash function,,,,,,2023-12-12,en,
task,Eng-V:  Basis for Humanistic Education,,,,,,2023-12-13,en,
task,DSA-C-II: Function calls,,,,,,2023-12-13,en,
task,Math-V: Lattices as algebraic systems,,,,,,2023-12-13,en,
task,OOP-V: Map class,,,,,,2023-12-13,en,
task,DD-V: Memory Decoding,,,,,,2023-12-13,en,
task,Math-C-II: Recurrence relations,,,,,,2023-12-13,en,
task,OOP-C-II: Inheritance rules,,,,,,2023-12-14,en,
task,DD-V: Error Detection and Correction,,,,,,2023-12-14,en,
task,DD-C-II: Combinational Circuits,,,,,,2023-12-14,en,
task,Eng-V:  Humanistic Constitution and Humanistic Universal Order,,,,,,2023-12-14,en,
task,DSA-C-II:  Queue ADT: Queue model,,,,,,2023-12-14,en,
task,Eng-V:  Competence in Professional Ethics : augmenting universal human order,,,,,,2023-12-15,en,
task,OOP-V: Collection algorithms: Sorting,,,,,,2023-12-15,en,
task,Math-C-II: Partition of integers,,,,,,2023-12-15,en,
task,Math-V: Sublattices,,,,,,2023-12-15,en,
task,DSA-V: Separate chaining,,,,,,2023-12-15,en,
task,Eng-V:  the scope and characteristics of people-friendly and eco-friendly,,,,,,2023-12-16,en,
task,DD Lab: 9. Coding sequential circuits using HDL.,,,,,,2023-12-16,en,
task,OOP-C-II: Examples in Java. ,,,,,,2023-12-16,en,
task,OOP-C-II: Inner classes,,,,,,2023-12-16,en,
task,DD-V: ROM,,,,,,2023-12-16,en,
task,DD-C-II: Analysis and Design Procedures,,,,,,2023-12-17,en,
task,DSA-V: Open addressing,,,,,,2023-12-17,en,
task,DD-V: Programmable Logic Array,,,,,,2023-12-17,en,
task,Eng-V:  Holistic Technologies,,,,,,2023-12-17,en,
task,Math-V: Direct product and Homomorphism,,,,,,2023-12-17,en,
task,OOP-V: Searching,,,,,,2023-12-17,en,
task,DSA-C-II: Array implementation of queues,,,,,,2023-12-18,en,
task,Math-C-II: Solving linear recurrence relations using generating functions,,,,,,2023-12-18,en,
task,OOP-C-III: Polymorphism: Method overloading and overriding,,,,,,2023-12-18,en,
task,Eng-V:  production systems and management models : Case studies,,,,,,2023-12-18,en,
task,OOP-V: User-defined algorithms,,,,,,2023-12-18,en,
task,Eng-V:  Strategy for the transition from the present state to Universal Human Order : At the level of individual: as socially and ecologically responsible engineers technologists and managers,,,,,,2023-12-19,en,
task,DSA-V: Rehashing,,,,,,2023-12-19,en,
task,OOP-C-III: Dynamic method dispatch,,,,,,2023-12-19,en,
task,Math-V:  Boolean algebra,,,,,,2023-12-19,en,
task,DD-V: Programmable Array Logic,,,,,,2023-12-19,en,
task,Eng-V:  At the level of society: as mutually enriching institutions and organizations. ,,,,,,2023-12-20,en,
task,Math-C-II: Inclusion and Exclusion Principle and its applications.,,,,,,2023-12-20,en,
task,OOP-C-III: ,,,,,,2023-12-20,en,
task,OOP-V: Examples in Java. ,,,,,,2023-12-20,en,
task,Math-V: Stone’s representation Theorem. ,,,,,,2023-12-20,en,
task,DSA-V: Extendible hashing. ,,,,,,2023-12-21,en,
task,DD-C-II: Binary Adder–Subtractor –,,,,,,2023-12-21,en,
task,DD-V: Sequential Programmable Devices. ,,,,,,2023-12-21,en,
task,DSA-C-II: Applications of queues.,,,,,,2023-12-21,en,
task,DD Lab: 10. Design and implementation of a simple digital system (Mini Project).,,,,,,2023-12-21,en,
