TYPE,CONTENT,DESCRIPTION,PRIORITY,INDENT,AUTHOR,RESPONSIBLE,DATE,DATE_LANG,TIMEZONE
task,OS-I: Computer System Overview: Basic elements,,2,,,,2024-02-20,en,
task,DBMS-I: Characteristics of database,,2,,,,2024-02-20,en,
task,CO&A-I: Functional Units,,2,,,,2024-02-20,en,
task,Math-I: Random variables,,2,,,,2024-02-21,en,
task,OS-I: Instruction execution,,2,,,,2024-02-21,en,
task,D&AA-I: Introduction: Fundamentals of algorithmic problem solving,,2,,,,2024-02-22,en,
task,DBMS-I: Database users,,2,,,,2024-02-22,en,
task,CO&A-I: Basic Operational Concepts,,2,,,,2024-02-23,en,
task,OS-I: Interrupts,,2,,,,2024-02-23,en,
task,DBMS-I: Data models,,2,,,,2024-02-23,en,
task,Math-I: Discrete and continuous random variables,,2,,,,2024-02-24,en,
task,D&AA-I: Important problem types,,2,,,,2024-02-24,en,
task,CO&A-I: Performance,,2,,,,2024-02-25,en,
task,OS-I: Memory hierarchy,,2,,,,2024-02-25,en,
task,DBMS-I:  Schemas,,2,,,,2024-02-26,en,
task,DBMS-I: Three-schema architecture,,2,,,,2024-02-26,en,
task,Math-I: Moments,,2,,,,2024-02-26,en,
task,OS-I: Cache memory,,2,,,,2024-02-27,en,
task,OSL: 1. Basics of UNIX commands and study of system calls.,,2,,,,2024-02-27,en,
task,CO&A-I:  Instructions: Language of the computer,,2,,,,2024-02-28,en,
task,OS-I: Direct memory access,,2,,,,2024-02-28,en,
task,D&AA-I:  Fundamentals of the Analysis of Algorithm Efficiency: Analysis framework,,2,,,,2024-02-29,en,
task,DBMS-I: Database system environment,,2,,,,2024-02-29,en,
task,CO&A-I: Operations,,2,,,,2024-03-01,en,
task,OS-I: Multiprocessor and multicore organization,,2,,,,2024-03-01,en,
task,DBMS-I: Centralized and client/server DBMS architectures,,2,,,,2024-03-01,en,
task,Math-I: Moment generating functions,,2,,,,2024-03-02,en,
task,D&AA-I: Asymptotic notations and basic efficiency classes,,2,,,,2024-03-02,en,
task,DBL: 1. Data Definition Commands,,2,,,,2024-03-03,en,
task,OS-I:  Operating System Overview: Objectives and functions,,2,,,,2024-03-03,en,
task,DBMS-I: Data modeling using ER model,,2,,,,2024-03-04,en,
task,CO&A-I:  Operands,,2,,,,2024-03-04,en,
task,DBMS-I: Enhanced-ER model. ,,2,,,,2024-03-04,en,
task,Math-I: Binomial,,2,,,,2024-03-05,en,
task,OS-I: Evolution of operating system,,2,,,,2024-03-05,en,
task,CO&A-I: Instruction representation,,2,,,,2024-03-06,en,
task,D&AA-I: Mathematical analysis for recursive and non-recursive algorithms. ,,2,,,,2024-03-06,en,
task,DBMS-II: Relational Model: Concepts,,2,,,,2024-03-07,en,
task,OS-I:  Computer system organization,,2,,,,2024-03-07,en,
task,OSL: 2. Implement a few UNIX commands using system calls.,,2,,,,2024-03-08,en,
task,Math-I:  Poisson,,2,,,,2024-03-08,en,
task,DBMS-II: Constraints,,2,,,,2024-03-08,en,
task,CO&A-I:  Logical operations,,2,,,,2024-03-09,en,
task,OS-I:  Operating System Structure and Operations: System calls,,2,,,,2024-03-09,en,
task,D&AA-II: Divide and Conquer: Mergesort,,2,,,,2024-03-10,en,
task,OS-I: System programs,,2,,,,2024-03-10,en,
task,DBMS-II: Update operations,,2,,,,2024-03-11,en,
task,Math-I:  Geometric,,2,,,,2024-03-11,en,
task,CO&A-I: Decision making,,2,,,,2024-03-11,en,
task,DBMS-II: Constraint violations,,2,,,,2024-03-12,en,
task,OS-I: OS generation and system boot. ,,2,,,,2024-03-12,en,
task,D&AA-II: Quicksort,,2,,,,2024-03-13,en,
task,DBMS-II:  Relational Algebra,,2,,,,2024-03-13,en,
task,CO&A-I:  MIPS addressing. ,,2,,,,2024-03-14,en,
task,OS-II: Processes: Process concept,,2,,,,2024-03-14,en,
task,Math-I:  Uniform,,2,,,,2024-03-15,en,
task,DBMS-II:  Basic SQL: Data Definition,,2,,,,2024-03-15,en,
task,DBL: 2. Data Manipulation Commands,,2,,,,2024-03-15,en,
task,CO&A-II: Addition and subtraction,,2,,,,2024-03-16,en,
task,OS-II: Process scheduling,,2,,,,2024-03-16,en,
task,D&AA-II: Multiplication of large integers,,2,,,,2024-03-17,en,
task,DBMS-II: SQL constraints,,2,,,,2024-03-17,en,
task,OSL: 3. Implement Shared memory and IPC,,2,,,,2024-03-18,en,
task,Math-I:  Exponential,,2,,,,2024-03-18,en,
task,OS-II: Operations on processes,,2,,,,2024-03-18,en,
task,DBMS-II: Basic retrieval queries,,2,,,,2024-03-19,en,
task,CO&A-II:  Multiplication,,2,,,,2024-03-19,en,
task,OS-II: Interprocess communication,,2,,,,2024-03-20,en,
task,D&AA-II: Strassen’s matrix multiplication,,2,,,,2024-03-20,en,
task,DBMS-II: Insert,,2,,,,2024-03-21,en,
task,Math-I:  and Normal distributions,,2,,,,2024-03-21,en,
task,CO&A-II:  Division,,2,,,,2024-03-22,en,
task,OS-II:  Threads: Overview,,2,,,,2024-03-22,en,
task,DBMS-II:  delete and update commands,,2,,,,2024-03-22,en,
task,OS-II: Multithreading models,,2,,,,2024-03-23,en,
task,D&AA-II:  Backtracking: Subset sum,,2,,,,2024-03-23,en,
task,Math-I: Functions of random variable. ,,2,,,,2024-03-24,en,
task,CO&A-II:  Floating Point Representation: Floating point operations. ,,2,,,,2024-03-24,en,
task,DBMS-II: Schema modification,,2,,,,2024-03-25,en,
task,OS-II: Thread issues,,2,,,,2024-03-25,en,
task,DBMS-II:  More SQL: dealing NULL,,2,,,,2024-03-25,en,
task,OSL: 4. Implement the various CPU Scheduling Algorithms,,2,,,,2024-03-26,en,
task,CO&A-III: A Basic MIPS implementation: Building a datapath,,2,,,,2024-03-26,en,
task,OS-II:  CPU Scheduling: FCFS,,2,,,,2024-03-27,en,
task,D&AA-II: N-queens problem,,2,,,,2024-03-27,en,
task,DBMS-II: Tuples,,2,,,,2024-03-28,en,
task,Math-II: Joint distributions,,2,,,,2024-03-28,en,
task,DBL: 3. Complex SQL Queries,,2,,,,2024-03-29,en,
task,CO&A-III: Control implementation scheme,,2,,,,2024-03-29,en,
task,OS-II:  SJF,,2,,,,2024-03-29,en,
task,DBMS-II:  Set/Multiset comparisons,,2,,,,2024-03-30,en,
task,OS-II:  Priority,,2,,,,2024-03-30,en,
task,D&AA-II: Hamiltonian circuit problem. ,,2,,,,2024-03-31,en,
task,Math-II: Marginal and conditional distributions,,2,,,,2024-03-31,en,
task,DBMS-II: Correlated nested,,2,,,,2024-04-01,en,
task,CO&A-III:  Pipelining: Pipelined datapath and control,,2,,,,2024-04-01,en,
task,OS-II:  Round robin,,2,,,,2024-04-01,en,
task,DBMS-II: EXISTS function,,2,,,,2024-04-02,en,
task,Math-II: Covariance,,2,,,,2024-04-02,en,
task,CO&A-III: Handling data hazards & Control hazards,,2,,,,2024-04-03,en,
task,OS-II:  Rate Monotonic and EDF scheduling,,2,,,,2024-04-03,en,
task,D&AA-III: Dynamic Programming: Computing a binomial coefficient,,2,,,,2024-04-04,en,
task,DBMS-II: SQL Renaming,,2,,,,2024-04-04,en,
task,OS-II:  Process synchronization,,2,,,,2024-04-05,en,
task,DBMS-II: JOIN and Outer JOINs,,2,,,,2024-04-05,en,
task,OSL: 5. Implement Semaphores,,2,,,,2024-04-05,en,
task,Math-II: Correlation and linear regression,,2,,,,2024-04-06,en,
task,CO&A-III: Exceptions,,2,,,,2024-04-06,en,
task,D&AA-III: Knapsack problem and memory functions,,2,,,,2024-04-07,en,
task,OS-II: Critical section problem,,2,,,,2024-04-07,en,
task,DBMS-II: Aggregate functions,,2,,,,2024-04-08,en,
task,CO&A-III: Issues in predictive branching: Spectre and Meltdown. ,,2,,,,2024-04-08,en,
task,OS-II: Mutex locks,,2,,,,2024-04-08,en,
task,DBMS-II: Grouping. ,,2,,,,2024-04-09,en,
task,Math-II: Transformation of random variables,,2,,,,2024-04-09,en,
task,OS-II: Semaphores,,2,,,,2024-04-10,en,
task,D&AA-III: Ordering of matrix multiplications,,2,,,,2024-04-10,en,
task,DBMS-III: Triggers,,2,,,,2024-04-11,en,
task,DBL: 4. Views,,2,,,,2024-04-11,en,
task,CO&A-IV: Memory Hierarchy,,2,,,,2024-04-12,en,
task,OS-II:  Deadlocks,,2,,,,2024-04-12,en,
task,DBMS-III: Views,,2,,,,2024-04-12,en,
task,Math-II: Central limit theorem (for independent and identically distributed random variables). ,,2,,,,2024-04-13,en,
task,CO&A-IV:  Memory technologies,,2,,,,2024-04-13,en,
task,D&AA-III: Warshall’s and Floyd’s algorithm,,2,,,,2024-04-14,en,
task,OS-II: Avoidance,,2,,,,2024-04-14,en,
task,DBMS-III:  Database Programming Techniques: Overview and Issues,,2,,,,2024-04-15,en,
task,OSL: 6. Implement Bankers Algorithm for Deadlock Avoidance,,2,,,,2024-04-15,en,
task,Math-III: Sampling distributions,,2,,,,2024-04-15,en,
task,CO&A-IV:  Cache Memory: Basics and cache mapping techniques,,2,,,,2024-04-16,en,
task,OS-II: Prevention,,2,,,,2024-04-16,en,
task,D&AA-III:  Greedy Technique: Dijkstra’s algorithm,,2,,,,2024-04-17,en,
task,DBMS-III: Embedded SQL,,2,,,,2024-04-17,en,
task,DBMS-III: JDBC,,2,,,,2024-04-18,en,
task,CO&A-IV:  Measuring and improving cache performance,,2,,,,2024-04-18,en,
task,OS-II: Detection and Recovery. ,,2,,,,2024-04-18,en,
task,Math-III: Small and large sample test,,2,,,,2024-04-19,en,
task,DBMS-III: Database Stored Procedures and SQL/PSM ,,2,,,,2024-04-19,en,
task,OS-III: Main Memory: Contiguous memory allocation,,2,,,,2024-04-20,en,
task,D&AA-III:  Prim’s algorithm,,2,,,,2024-04-20,en,
task,CO&A-IV:  Virtual Memory: TLBs,,2,,,,2024-04-21,en,
task,OS-III: Segmentation,,2,,,,2024-04-21,en,
task,DBMS-III:  Design guidelines,,2,,,,2024-04-22,en,
task,Math-III: Test based on Normal and t distribution (Single and difference of mean)– χ2,,2,,,,2024-04-22,en,
task,CO&A-IV:  Accessing I/O devices,,2,,,,2024-04-22,en,
task,OS-III: Paging,,2,,,,2024-04-23,en,
task,D&AA-III: Kruskal’s algorithm. ,,2,,,,2024-04-23,en,
task,DBMS-III: Functional dependencies,,2,,,,2024-04-24,en,
task,DBL: 5. Database Programming:,,2,,,,2024-04-24,en,
task,DBMS-III: First,,2,,,,2024-04-25,en,
task,OSL: 7. Develop applications using threads,,2,,,,2024-04-25,en,
task,OS-III: 32 and 64 bit architecture Examples,,2,,,,2024-04-25,en,
task,Math-III: Test for goodness of fit,,2,,,,2024-04-26,en,
task,CO&A-IV: Interrupts,,2,,,,2024-04-26,en,
task,DBMS-III:  second and third Normal Forms,,2,,,,2024-04-27,en,
task,OS-III:  Virtual Memory: Demand paging,,2,,,,2024-04-27,en,
task,D&AA-IV: Iterative Improvement: Stable matching,,2,,,,2024-04-28,en,
task,DBMS-III: Boyce-Codd Normal Forms,,2,,,,2024-04-28,en,
task,Math-III:  Independence of attributes,,2,,,,2024-04-29,en,
