TYPE,CONTENT,DESCRIPTION,PRIORITY,INDENT,AUTHOR,RESPONSIBLE,DATE,DATE_LANG,TIMEZONE
task,MathAssn: 1. The dimensional cube  defined as that graph whose vertex set is the set of ordered tuples of  (Commonly called  bit strings) and where two vertices are adjacent if their ordered tuples differ in exactly one position (co-ordinate).  The dimensional cubes for  are shown in Figure. (1/3),,2,,,,2023-11-12,en,
task,MathAssn: 1. The dimensional cube  defined as that graph whose vertex set is the set of ordered tuples of  (Commonly called  bit strings) and where two vertices are adjacent if their ordered tuples differ in exactly one position (co-ordinate).  The dimensional cubes for  are shown in Figure. (2/3),,2,,,,2023-11-13,en,
task,MathAssn: 1. The dimensional cube  defined as that graph whose vertex set is the set of ordered tuples of  (Commonly called  bit strings) and where two vertices are adjacent if their ordered tuples differ in exactly one position (co-ordinate).  The dimensional cubes for  are shown in Figure. (3/3),,2,,,,2023-11-14,en,
task,MathAssn: 2. Write the 6 basic NP-complete problems. Explain 3-SATISFIABILITY (3-SAT) problem and compare with PDNF and PCNF.  (1/3),,2,,,,2023-11-15,en,
task,MathAssn: 2. Write the 6 basic NP-complete problems. Explain 3-SATISFIABILITY (3-SAT) problem and compare with PDNF and PCNF.  (2/3),,2,,,,2023-11-16,en,
task,MathAssn: 2. Write the 6 basic NP-complete problems. Explain 3-SATISFIABILITY (3-SAT) problem and compare with PDNF and PCNF.  (3/3),,2,,,,2023-11-17,en,
task,MathAssn: 3. Let A(G) be the adjacency matrix of a graph G. Prove that the eigenvalues of complete graph  are  with multiplicity 1 and -1 with multiplicity  (1/3),,2,,,,2023-11-18,en,
task,MathAssn: 3. Let A(G) be the adjacency matrix of a graph G. Prove that the eigenvalues of complete graph  are  with multiplicity 1 and -1 with multiplicity  (2/3),,2,,,,2023-11-19,en,
task,MathAssn: 3. Let A(G) be the adjacency matrix of a graph G. Prove that the eigenvalues of complete graph  are  with multiplicity 1 and -1 with multiplicity  (3/3),,2,,,,2023-11-20,en,
task,MathAssn: 4. Consider the semigroups  (integers modulo 4 under addition) and ( integers modulo 10 under usual multiplication).  Let   and  be subsets of the above two semigroups respectively.  Prove that  and  are isomorphic. 	 (1/3),,2,,,,2023-11-21,en,
task,MathAssn: 4. Consider the semigroups  (integers modulo 4 under addition) and ( integers modulo 10 under usual multiplication).  Let   and  be subsets of the above two semigroups respectively.  Prove that  and  are isomorphic. 	 (2/3),,2,,,,2023-11-22,en,
task,MathAssn: 4. Consider the semigroups  (integers modulo 4 under addition) and ( integers modulo 10 under usual multiplication).  Let   and  be subsets of the above two semigroups respectively.  Prove that  and  are isomorphic. 	 (3/3),,2,,,,2023-11-23,en,
task,"MathAssn: 5. Prove that if  is a group with order of  is strictly less than 6, then  is abelian. (Prove all its necessary propositions and theorems) (1/3)",,2,,,,2023-11-24,en,
task,"MathAssn: 5. Prove that if  is a group with order of  is strictly less than 6, then  is abelian. (Prove all its necessary propositions and theorems) (2/3)",,2,,,,2023-11-25,en,
task,"MathAssn: 5. Prove that if  is a group with order of  is strictly less than 6, then  is abelian. (Prove all its necessary propositions and theorems) (3/3)",,2,,,,2023-11-26,en,
task,"MathAssn: 6. If  is the power set of a set   and  and  are taken as the join and meet, prove that   is a lattice. 				        (1/3)",,2,,,,2023-11-27,en,
task,"MathAssn: 6. If  is the power set of a set   and  and  are taken as the join and meet, prove that   is a lattice. 				        (2/3)",,2,,,,2023-11-28,en,
task,"MathAssn: 6. If  is the power set of a set   and  and  are taken as the join and meet, prove that   is a lattice. 				        (3/3)",,2,,,,2023-11-29,en,
