TYPE,CONTENT,DESCRIPTION,PRIORITY,INDENT,AUTHOR,RESPONSIBLE,DATE,DATE_LANG,TIMEZONE
task,CP WS: https://drive.google.com/file/d/1_W8uVox2_0FpG0rJslv47T7CSrO9bVEN/view?usp=drive_link (1/1),,2,,,,2023-11-11,en,
task,CP WS: https://drive.google.com/file/d/1ucUMkax1CQ6UBvLsInv6xhfTai9Urv8U/view?usp=drive_link (1/1),,2,,,,2023-11-12,en,
task,CP WS: https://drive.google.com/file/d/1ezuPXrG4mJ62t69lSSXrYEW-hwn_Sy2b/view?usp=drive_link (1/1),,2,,,,2023-11-13,en,
task,CP WS: https://drive.google.com/file/d/1mlUWr58DQJXn7sa1lTuC-wSVkyEGaa4M/view?usp=drive_link (1/1),,2,,,,2023-11-14,en,
task,CP WS: https://drive.google.com/file/d/1nlLXG6_ycqjMq9L-aoEqb2VHhBNBzWAc/view?usp=drive_link (1/1),,2,,,,2023-11-15,en,
task,CP WS: https://drive.google.com/file/d/1vK5LsWIAEeNeuFu_Mq3hPRMqASv-VoZ5/view?usp=drive_link (1/1),,2,,,,2023-11-16,en,
task,CP WS: https://drive.google.com/file/d/1xJgIt-JuEYM4ojKOyVqjbccujWn1-Rr4/view?usp=drive_link (1/1),,2,,,,2023-11-17,en,
task,CP WS: https://drive.google.com/file/d/1BznU5l68k3ApDEZZFt3znHbKRUd1xei0/view?usp=drive_link (1/1),,2,,,,2023-11-18,en,
task,CP WS: https://drive.google.com/file/d/13ZKliFtUL-uwpN0HZLsNQ_WcdOvc8C1p/view?usp=drive_link (1/1),,2,,,,2023-11-19,en,
task,CP WS: https://drive.google.com/file/d/1lGnEFaO7B2MLGCCmFCOEocshRmo-xjWE/view?usp=drive_link (1/1),,2,,,,2023-11-20,en,
task,CP WS: https://drive.google.com/file/d/1162OEJoV46_0trXjEkqOTYbDMLgOF_TN/view?usp=drive_link (1/1),,2,,,,2023-11-21,en,
task,CP WS: https://drive.google.com/file/d/1JQaj7pl9Kj_pWSLHsrZTTEMIb2jzBG3g/view?usp=drive_link (1/1),,2,,,,2023-11-22,en,
task,CP WS: https://drive.google.com/file/d/17N5uLllv23yKkTvpDIyegJAdgU-iKDwF/view?usp=drive_link (1/1),,2,,,,2023-11-23,en,
task,CP WS: https://drive.google.com/file/d/149aO_-TJeJ7lGknis5kW-_avkfjomwmt/view?usp=drive_link (1/1),,2,,,,2023-11-24,en,
task,CP WS: https://drive.google.com/file/d/1irw_OG5Wm0bVU0yNHRKtHAeuAILSiwXF/view?usp=drive_link (1/1),,2,,,,2023-11-25,en,
task,CP WS: https://drive.google.com/file/d/1K3HCNfRGtcH2ozcrJT0_3LJ6n8qWbv5X/view?usp=drive_link (1/1),,2,,,,2023-11-26,en,
