TYPE,CONTENT,DESCRIPTION,PRIORITY,INDENT,AUTHOR,RESPONSIBLE,DATE,DATE_LANG,TIMEZONE
task,DD-III: Sequential Circuits,,2,,,,2023-11-27,en,
task,DSA-IV: Depth-first traversal,,2,,,,2023-11-27,en,
task,DSA-IV:  Graph Traversals: Breadth-first traversal,,2,,,,2023-11-27,en,
task,DSA-IV: Graph Algorithms: Definitions,,2,,,,2023-11-27,en,
task,DSA-IV: Representation of graphs,,2,,,,2023-11-27,en,
task,DD-III: Storage Elements: Latches,,2,,,,2023-11-27,en,
task,DD-III: Flip-Flops,,2,,,,2023-11-27,en,
task,DSA-V: Sorting: Insertion sort,,2,,,,2023-11-27,en,
task,DSA-IV: All-pairs shortest path. ,,2,,,,2023-11-27,en,
task,DSA-V: Open addressing,,2,,,,2023-11-28,en,
task,DSA-V: Shell sort,,2,,,,2023-11-28,en,
task,DD-III: Registers and Counters,,2,,,,2023-11-28,en,
task,DD-III: Design Procedure,,2,,,,2023-11-28,en,
task,DSA-IV:  Topological sort,,2,,,,2023-11-28,en,
task,DD-III: State Reduction and Assignment,,2,,,,2023-11-28,en,
task,DSA-IV: Shortest-Path Algorithms: Dijkstra’s algorithm,,2,,,,2023-11-28,en,
task,DD-III:  Analysis of Clocked Sequential Circuits,,2,,,,2023-11-28,en,
task,DD-III: HDL Models of Sequential Circuits. ,,2,,,,2023-11-29,en,
task,DSA-III:  Binary trees: Expression trees,,2,,,,2023-11-29,en,
task,DSA-V: Radix Exchange sort,,2,,,,2023-11-29,en,
task,DD-IV: Analysis and Design of Asynchronous Sequential Circuits,,2,,,,2023-11-29,en,
task,DD-IV: Reduction of State and Flow Tables,,2,,,,2023-11-29,en,
task,DD-IV: Race-free State Assignment,,2,,,,2023-11-29,en,
task,DSA-V:  Hashing: Hash function,,2,,,,2023-11-29,en,
task,DSA-V: Separate chaining,,2,,,,2023-11-29,en,
task,DSA-III:  B- Trees,,2,,,,2023-11-30,en,
task,DD-V: RAM,,2,,,,2023-11-30,en,
task,DD-IV: Hazards. ,,2,,,,2023-11-30,en,
task,DD-V: Memory Decoding,,2,,,,2023-11-30,en,
task,DSA-V: Rehashing,,2,,,,2023-11-30,en,
task,DSA-V: Extendible hashing. ,,2,,,,2023-11-30,en,
task,DSA-III: Preliminaries,,2,,,,2023-11-30,en,
task,DD-V: Error Detection and Correction,,2,,,,2023-11-30,en,
task,DD-V: Sequential Programmable Devices. ,,2,,,,2023-12-01,en,
task,DD-V: Programmable Array Logic,,2,,,,2023-12-01,en,
task,DD-V: Programmable Logic Array,,2,,,,2023-12-01,en,
task,DD-V: ROM,,2,,,,2023-12-01,en,
task,DSA-III:  Binary search tree ADT,,2,,,,2023-12-01,en,
task,DSA-III:  AVL trees,,2,,,,2023-12-01,en,
task,DSA-III:  Tree traversals,,2,,,,2023-12-01,en,
task,DSA-III:  Priority Queues: Binary heap.,,2,,,,2023-12-01,en,
