TYPE,CONTENT,DESCRIPTION,PRIORITY,INDENT,AUTHOR,RESPONSIBLE,DATE,DATE_LANG,TIMEZONE
task,Eng-I: Value Education (1/1),,,,,,2023-09-08,en,
task,Math-I: Propositional Logic (1/2),,,,,,2023-09-08,en,
task,DSA Lab: 1. Represent polynomial expression as linked list and write functions for polynomial manipulation (1/8),,,,,,2023-09-08,en,
task,DD Lab: 1. Verification of Boolean Theorems using basic gates. (1/10),,,,,,2023-09-08,en,
task,OOP Lab: 1. Build an application using classes and objects (Eg: Electricity bill generation) (1/11),,,,,,2023-09-08,en,
task,OOP-I: Principles of OOP: Classes (1/1),,,,,,2023-09-08,en,
task,DSA-I: Algorithm Analysis: Running time calculations (1/2),,,,,,2023-09-08,en,
task,DD-I: Number Systems (1/2),,,,,,2023-09-08,en,
task,Math-I: Propositional Logic (2/2),,,,,,2023-09-09,en,
task,DSA Lab: 1. Represent polynomial expression as linked list and write functions for polynomial manipulation (2/8),,,,,,2023-09-09,en,
task,DD Lab: 1. Verification of Boolean Theorems using basic gates. (2/10),,,,,,2023-09-09,en,
task,OOP-I: Objects (1/2),,,,,,2023-09-09,en,
task,DSA-I: Algorithm Analysis: Running time calculations (2/2),,,,,,2023-09-09,en,
task,DD-I: Number Systems (2/2),,,,,,2023-09-09,en,
task,OOP Lab: 1. Build an application using classes and objects (Eg: Electricity bill generation) (2/11),,,,,,2023-09-09,en,
task,Eng-I: Need (1/2),,,,,,2023-09-09,en,
task,OOP Lab: 1. Build an application using classes and objects (Eg: Electricity bill generation) (3/11),,,,,,2023-09-10,en,
task,Math-I: Propositional equivalences (1/3),,,,,,2023-09-10,en,
task,Eng-I: Need (2/2),,,,,,2023-09-10,en,
task,OOP-I: Objects (2/2),,,,,,2023-09-10,en,
task,DD Lab: 1. Verification of Boolean Theorems using basic gates. (3/10),,,,,,2023-09-10,en,
task,DD-I: Arithmetic Operations (1/2),,,,,,2023-09-10,en,
task,DSA Lab: 1. Represent polynomial expression as linked list and write functions for polynomial manipulation (3/8),,,,,,2023-09-10,en,
task,DSA-I: Abstract Data Types (ADTs) (1/3),,,,,,2023-09-10,en,
task,Eng-I: Basic Guidelines (1/1),,,,,,2023-09-11,en,
task,OOP-I: Data hiding (1/2),,,,,,2023-09-11,en,
task,DSA Lab: 1. Represent polynomial expression as linked list and write functions for polynomial manipulation (4/8),,,,,,2023-09-11,en,
task,DSA-I: Abstract Data Types (ADTs) (2/3),,,,,,2023-09-11,en,
task,OOP Lab: 1. Build an application using classes and objects (Eg: Electricity bill generation) (4/11),,,,,,2023-09-11,en,
task,Math-I: Propositional equivalences (2/3),,,,,,2023-09-11,en,
task,DD Lab: 1. Verification of Boolean Theorems using basic gates. (4/10),,,,,,2023-09-11,en,
task,DD-I: Arithmetic Operations (2/2),,,,,,2023-09-11,en,
task,DD Lab: 1. Verification of Boolean Theorems using basic gates. (5/10),,,,,,2023-09-12,en,
task,Math-I: Propositional equivalences (3/3),,,,,,2023-09-12,en,
task,OOP-I: Data hiding (2/2),,,,,,2023-09-12,en,
task,DSA Lab: 1. Represent polynomial expression as linked list and write functions for polynomial manipulation (5/8),,,,,,2023-09-12,en,
task,DD-I: Binary Codes (1/3),,,,,,2023-09-12,en,
task,Eng-I: Content and Process (1/2),,,,,,2023-09-12,en,
task,OOP Lab: 1. Build an application using classes and objects (Eg: Electricity bill generation) (5/11),,,,,,2023-09-12,en,
task,DSA-I: Abstract Data Types (ADTs) (3/3),,,,,,2023-09-12,en,
task,DSA Lab: 1. Represent polynomial expression as linked list and write functions for polynomial manipulation (6/8),,,,,,2023-09-13,en,
task,Eng-I: Content and Process (2/2),,,,,,2023-09-13,en,
task,OOP-I: Data encapsulation (1/2),,,,,,2023-09-13,en,
task,DSA-I: List ADT: Array implementation of lists (1/2),,,,,,2023-09-13,en,
task,DD-I: Binary Codes (2/3),,,,,,2023-09-13,en,
task,DD Lab: 1. Verification of Boolean Theorems using basic gates. (6/10),,,,,,2023-09-13,en,
task,OOP Lab: 1. Build an application using classes and objects (Eg: Electricity bill generation) (6/11),,,,,,2023-09-13,en,
task,Math-I: Predicates and quantifiers (1/2),,,,,,2023-09-13,en,
task,DSA Lab: 1. Represent polynomial expression as linked list and write functions for polynomial manipulation (7/8),,,,,,2023-09-14,en,
task,Eng-I: Self-Exploration (1/2),,,,,,2023-09-14,en,
task,Math-I: Predicates and quantifiers (2/2),,,,,,2023-09-14,en,
task,DD Lab: 1. Verification of Boolean Theorems using basic gates. (7/10),,,,,,2023-09-14,en,
task,OOP-I: Data encapsulation (2/2),,,,,,2023-09-14,en,
task,DSA-I: List ADT: Array implementation of lists (2/2),,,,,,2023-09-14,en,
task,OOP Lab: 1. Build an application using classes and objects (Eg: Electricity bill generation) (7/11),,,,,,2023-09-14,en,
task,DD-I: Binary Codes (3/3),,,,,,2023-09-14,en,
task,DD Lab: 1. Verification of Boolean Theorems using basic gates. (8/10),,,,,,2023-09-15,en,
task,DSA Lab: 1. Represent polynomial expression as linked list and write functions for polynomial manipulation (8/8),,,,,,2023-09-15,en,
